path,type,name,signature,language,intent,category,domain,imports,calls,depends_on,lines,complexity,is_public,is_async,hash
code2logic/llm.py,method,CodeAnalyzer.find_semantic_duplicates,"(self,project)->List[Dict[str, Any]]",python,Find semantically similar functions using LLM.,read,llm,json,,,59,1,True,False,b9b67ff4
code2logic/llm.py,method,CodeAnalyzer.generate_code,"(self,project,target_lang,module_filter)->Dict[str, str]",python,Generate code in target language from project analysis.,other,llm,json,,,63,1,True,False,84cf62a1
code2logic/llm.py,method,CodeAnalyzer.translate_function,"(self,name,signature,intent...+2)->str",python,Translate a single function to another language.,other,llm,json,,,35,1,True,False,2bf824da
code2logic/llm.py,method,CodeAnalyzer._build_signature,"(self,f)->str",python,Build compact signature.,create,llm,json,,,7,1,False,False,b9213d86
code2logic/llm.py,function,get_available_backends,"()->Dict[str, bool]",python,availability status of LLM backends.,read,llm,json,,,16,1,True,False,c7874c34
code2logic/analyzer.py,class,ProjectAnalyzer,(),python,,other,code2logic,sys,,,0,1,True,False,e46ae679
code2logic/analyzer.py,method,ProjectAnalyzer.__init__,"(self,root_path,use_treesitter,verbose...+1)",python,Initialize the project analyzer.,lifecycle,code2logic,sys,,,36,1,True,False,16c79a9c
code2logic/analyzer.py,method,ProjectAnalyzer._print_status,(self),python,Print library availability status.,other,code2logic,sys,,,8,1,False,False,d27fe15c
code2logic/analyzer.py,method,ProjectAnalyzer. Projec,"(Info)->     """"""
  ",python,yze the project.,other,code2logic,sys,,,33,1,True,False,b7da956c
code2logic/analyzer.py,method,"ProjectAnalyzer.):
        ","(""""Sc)",python,e all source files.''',other,code2logic,sys,,,40,1,True,False,0afe0a91
code2logic/analyzer.py,method,ProjectAnalyzer.nts(self) -> List[s,"(r])->   """"""Det",python,t entry points.''',validate,code2logic,sys,,,26,1,True,False,d289860b
code2logic/analyzer.py,method,"ProjectAnalyzer.elf) -> Dict:
","(    )->""
  ",python,analysis statistics.,other,code2logic,sys,,,15,1,True,False,e7021d40
code2logic/analyzer.py,function,"
    path: str,","(se_t,bool = True,
 ,False,
)-> """"""
    Co",python,nce function to analyze a project.,other,code2logic,sys,,,23,1,True,False,11e50aaa
code2logic/analyzer.py,function,"us() -> Dict[str, ","()->
    """"""
    Ge",python,lability status of optional libraries.,other,code2logic,sys,,,14,1,True,False,17c77100
code2logic/parsers.py,class,TreeSitterParser,(),python,,transform,parser,"ast,re",,,0,1,True,False,26880757
code2logic/parsers.py,method,TreeSitterParser.__init__,(self),python,Initialize Tree-sitter parsers for available languages.,lifecycle,parser,"ast,re",,,8,1,True,False,efd6eb3c
code2logic/parsers.py,method,TreeSitterParser._init_parsers,(self),python,Initialize parsers for each supported language.,transform,parser,"ast,re",,,23,1,False,False,86f82934
code2logic/parsers.py,method,TreeSitterParser.is_available,"(self,language)->bool",python,Check if Tree-sitter parser is available for a language.,validate,parser,"ast,re",,,3,1,True,False,031a369e
code2logic/parsers.py,method,TreeSitterParser.get_supported_languages,(cls)->List[str],python,list of potentially supported languages.,read,parser,"ast,re",,,3,1,True,False,d80ce177
code2logic/parsers.py,method,TreeSitterParser.parse,"(self,filepath,content,language)->Optional[ModuleInfo]",python,Parse a source file using Tree-sitter.,transform,parser,"ast,re",,,24,1,True,False,9285bed1
code2logic/parsers.py,method,TreeSitterParser._parse_python,"(self,filepath,content,tree)->ModuleInfo",python,Parse Python source using Tree-sitter AST.,transform,parser,"ast,re",,,67,1,False,False,bdf62363
code2logic/parsers.py,method,TreeSitterParser._extract_py_function,"(self,node,content,decorated_node)->Optional[FunctionInfo]",python,Extract Python function from AST node.,other,parser,"ast,re",,,68,1,False,False,7a734365
code2logic/parsers.py,method,TreeSitterParser._extract_py_class,"(self,node,content)->Optional[ClassInfo]",python,Extract Python class from AST node.,other,parser,"ast,re",,,47,1,False,False,e61b777e
code2logic/parsers.py,method,TreeSitterParser._extract_py_import,"(self,node,content)->List[str]",python,Extract import statement.,other,parser,"ast,re",,,11,1,False,False,8ce65f3b
code2logic/parsers.py,method,TreeSitterParser._extract_py_from_import,"(self,node,content)->List[str]",python,Extract from ... import ... statement.,other,parser,"ast,re",,,16,1,False,False,f68143bc
code2logic/parsers.py,method,TreeSitterParser._extract_py_constant,"(self,node,content)->Optional[str]",python,Extract constant (UPPERCASE assignment).,other,parser,"ast,re",,,11,1,False,False,5e4256eb
code2logic/parsers.py,method,TreeSitterParser._parse_js_ts,"(self,filepath,content,tree...+1)->ModuleInfo",python,Parse JavaScript/TypeScript source using Tree-sitter AST.,transform,parser,"ast,re",,,86,1,False,False,cf3466bb
code2logic/parsers.py,method,TreeSitterParser._extract_js_class,"(self,node,content)->Optional[ClassInfo]",python,Extract JS/TS class from AST node.,other,parser,"ast,re",,,35,1,False,False,6579f3a3
code2logic/parsers.py,method,TreeSitterParser._extract_js_method,"(self,node,content)->Optional[FunctionInfo]",python,Extract JS/TS method from AST node.,other,parser,"ast,re",,,40,1,False,False,0bd52dc8
code2logic/parsers.py,method,TreeSitterParser._extract_js_function,"(self,node,content)->Optional[FunctionInfo]",python,Extract JS/TS function from AST node.,other,parser,"ast,re",,,35,1,False,False,ffda6696
code2logic/parsers.py,method,TreeSitterParser._extract_js_arrow_fn,"(self,node,content)->Optional[FunctionInfo]",python,Extract arrow function assigned to const.,other,parser,"ast,re",,,31,1,False,False,ca660161
code2logic/parsers.py,method,TreeSitterParser._extract_js_params,"(self,params_node,content)->List[str]",python,Extract JS/TS function parameters.,other,parser,"ast,re",,,19,1,False,False,c97b16da
code2logic/parsers.py,method,TreeSitterParser._extract_ts_type,"(self,node,content)->Optional[TypeInfo]",python,Extract TypeScript interface or type alias.,other,parser,"ast,re",,,8,1,False,False,7c1e334b
code2logic/parsers.py,method,TreeSitterParser._extract_ts_enum,"(self,node,content)->Optional[TypeInfo]",python,Extract TypeScript enum.,other,parser,"ast,re",,,7,1,False,False,af9ee7c9
code2logic/parsers.py,method,TreeSitterParser._extract_js_constant,"(self,node,content)->Optional[str]",python,Extract constant (UPPERCASE const).,other,parser,"ast,re",,,10,1,False,False,1c6deb67
code2logic/parsers.py,method,TreeSitterParser._extract_js_comment,"(self,node,content)->Optional[str]",python,Extract JS comment content.,other,parser,"ast,re",,,11,1,False,False,89dea0bc
code2logic/parsers.py,method,TreeSitterParser._find_child,"(self,node,type_name)",python,Find first child of given type.,read,parser,"ast,re",,,6,1,False,False,884e5b26
code2logic/parsers.py,method,TreeSitterParser._text,"(self,node,content)->str",python,text content of node.,other,parser,"ast,re",,,3,1,False,False,231dfcd4
code2logic/parsers.py,method,TreeSitterParser._extract_string,"(self,node,content)->str",python,Extract string content without quotes.,other,parser,"ast,re",,,8,1,False,False,b1836bab
code2logic/parsers.py,class,UniversalParser,(),python,,transform,parser,"ast,re",,,0,1,True,False,5ada4b82
code2logic/parsers.py,method,UniversalParser.__init__,(self),python,Initialize the universal parser.,lifecycle,parser,"ast,re",,,3,1,True,False,fc12d8ba
code2logic/parsers.py,method,UniversalParser.parse,"(self,filepath,content,language)->Optional[ModuleInfo]",python,Parse a source file using AST or regex.,transform,parser,"ast,re",,,17,1,True,False,7e152db4
code2logic/parsers.py,method,UniversalParser._parse_python,"(self,filepath,content)->Optional[ModuleInfo]",python,Parse Python using built-in AST.,transform,parser,"ast,re",,,50,1,False,False,9335715c
code2logic/parsers.py,method,UniversalParser._extract_ast_function,"(self,node)->FunctionInfo",python,Extract function from Python AST node.,other,parser,"ast,re",,,35,1,False,False,573d4b3e
code2logic/parsers.py,method,UniversalParser._extract_ast_class,"(self,node)->ClassInfo",python,Extract class from Python AST node.,other,parser,"ast,re",,,24,1,False,False,1e2f6e22
code2logic/parsers.py,method,UniversalParser._ann_str,"(self,node)->str",python,Convert AST annotation to string.,other,parser,"ast,re",,,14,1,False,False,1f222391
code2logic/parsers.py,method,UniversalParser._parse_js_ts,"(self,filepath,content,language)->ModuleInfo",python,Parse JS/TS using regex patterns.,transform,parser,"ast,re",,,95,1,False,False,670bd835
code2logic/parsers.py,function,is_tree_sitter_available,()->bool,python,Check if Tree-sitter is available.,validate,parser,"ast,re",,,3,1,True,False,22e69ccd
code2logic/intent.py,class,EnhancedIntentGenerator,(),python,,transform,code2logic,re,,,0,1,True,False,41f6f3be
code2logic/intent.py,method,"EnhancedIntentGenerator.__(self,","(lang,str )",python,Initialize the intent generator.,other,code2logic,re,,,33,1,True,False,83ce3b88
code2logic/intent.py,method,"EnhancedIntentGenerator.te(self,","(name,str,,ing)->   ",python,Generate intent from function name and optional docstring.,other,code2logic,re,,,46,1,True,False,0e01437e
code2logic/intent.py,method,"EnhancedIntentGenerator.ct_from_docstring(self,","(docs,ing)->al[str]:
    ",python,ract intent from docstring's first line.''',other,code2logic,re,,,19,1,True,False,b334abfb
code2logic/intent.py,method,"EnhancedIntentGenerator._name(self,","(name,str))->tr]:
    ",python,Split function name into words.,other,code2logic,re,,,27,1,False,False,f98aa5fe
code2logic/intent.py,method,EnhancedIntentGenerator.ailable_features(cls) ,"(> d)->tr, bool]:
    ",python,dictionary of available NLP features.,other,code2logic,re,,,11,1,True,False,71328314
code2logic/generators.py,class,MarkdownGenerator,(),python,,transform,generator,json,,,0,1,True,False,3c543433
code2logic/generators.py,method,MarkdownGenerator.generate,"(self,project,detail_level)->str",python,Generate Markdown output.,other,generator,json,,,99,1,True,False,ef467922
code2logic/generators.py,method,MarkdownGenerator.: List[st,"(], p,ject,)",python,tructure tree.''',validate,generator,json,,,25,1,True,False,040056fd
code2logic/generators.py,method,MarkdownGenerator.: List[str],"( tre, dict,, de, = 0)...+1)",python,ee structure.''',validate,generator,json,,,16,1,True,False,8e4fbe2c
code2logic/generators.py,method,MarkdownGenerator.: ModuleInf,"(, 
 ,     ,e,    """"...+1)",python,fn = Path(m.path).name,other,generator,json,,,56,1,True,False,2063f448
code2logic/generators.py,method,"MarkdownGenerator.lassInfo, ","(etai, str),Gen,ocumen)",python,kind = 'interface' if cls.is_int,other,generator,json,,,25,1,True,False,29466a10
code2logic/generators.py,method,"MarkdownGenerator.   ""","(""Gen,a)->re.",python,',other,generator,json,,,16,1,True,False,d8eb9182
code2logic/generators.py,class,ltra-compact out,(),python,,other,generator,json,,,0,1,True,False,c41f45fa
code2logic/generators.py,method,"ltra-compact out.tr:
    ","(   "",
      )-> ou",python,tr:,other,generator,json,,,49,1,True,False,b60dd5b8
code2logic/generators.py,class, output for m,(),python,,other,generator,json,,,0,1,True,False,ca57f8c4
code2logic/generators.py,method, output for m.: bool =,"(Fals, 
     ,ail, """"""
 )->tpu",python,: bool =,other,generator,json,,,16,1,True,False,f7d5e93b
code2logic/generators.py,method," output for m.fo, detail: str)","(-> s,,nested)->ctu",python,def ser_func(f: FunctionInfo) ->,other,generator,json,,,61,1,True,False,4ab9dd16
code2logic/generators.py,method," output for m., detail: str)","(-> s,,flat J)->or ",python,", detail: str)",other,generator,json,,,36,1,True,False,b5366aee
code2logic/generators.py,method," output for m.lem_type: str, nam","(,
,         ,atur...+4)->ow f",python,"lem type: str, nam",other,generator,json,,,28,1,True,False,6e256d18
code2logic/generators.py,method," output for m.> str:
        ""","(""Bui, )->""""
",python,"rams = ','.join(f.params[:4])",other,generator,json,,,7,1,True,False,a2cb0191
code2logic/generators.py,method," output for m.    """"""Cate","(oriz,by n)->n.""",python,name_lower = name.lower().split(,other,generator,json,,,15,1,True,False,fd12870b
code2logic/generators.py,method," output for m.        """"""Extr","(ct d,ain )->""""""",python,arts = path.lower().replace('\\,other,generator,json,,,10,1,True,False,920a6d2b
code2logic/generators.py,method, output for m. str) -> str:,"(    ,  """",e short h)->   ",python, str)  > str:,other,generator,json,,,4,1,True,False,c65987bc
code2logic/generators.py,class, output for h,(),python,,other,generator,json,,,0,1,True,False,714d4201
code2logic/generators.py,method, output for h.: bool =,"(Fals, 
     ,ail, """"""
 )->tpu",python,: bool =,other,generator,json,,,26,1,True,False,8483ebd1
code2logic/generators.py,method," output for h.fo, detail: str)","(-> d,t,at dat)->e op",python,r comparisons.''',other,generator,json,,,35,1,True,False,96a5ddbd
code2logic/generators.py,method," output for h.Info, detail: str)","(-> d,t,sted h)->l da",python,"info, detail: str)",other,generator,json,,,42,1,True,False,1af8a06d
code2logic/generators.py,method," output for h.r, name: s","(r, s,natu,,
       ,    ...+4)->lat ",python,"r, name: s",other,generator,json,,,11,1,True,False,f578e936
code2logic/generators.py,method," output for h.unctionInfo, langua","(e,,
  , , detail...+3)-> fun",python,sig = self._build_signature(f),other,generator,json,,,27,1,True,False,643e6155
code2logic/generators.py,method," output for h.name: str, f: Fun","(tion,fo,
,          , ...+4)->od.""",python,sig = self._build_signature(f),other,generator,json,,,28,1,True,False,435af97c
code2logic/generators.py,method, output for h.detail: str) -> d,"(ct, ,functi)-> for",python,detail: str)  > d,other,generator,json,,,12,1,True,False,1ab99fea
code2logic/generators.py,method, output for h.tail: str) -> d,"(ct, ,method)->or n",python,tail: str)  > d,other,generator,json,,,3,1,True,False,49615857
code2logic/generators.py,method," output for h.> str:
        ""","(""Bui, )->tri",python,"params = ','.join(f.params[:4])",other,generator,json,,,7,1,True,False,b7a8ab00
code2logic/generators.py,method," output for h.    """"""Cate","(oriz,func)->me ",python,name_lower = name.lower(),other,generator,json,,,18,1,True,False,91f5932c
code2logic/generators.py,method," output for h.        """"""Extr","(ct d,ain )->pat",python,parts = path.lower().replace('\\,other,generator,json,,,10,1,True,False,77907158
code2logic/generators.py,method, output for h. str) -> str:,"(    ,  """",e short h)->ick",python, str)  > str:,other,generator,json,,,5,1,True,False,bed4a983
code2logic/generators.py,method," output for h.ectInfo, flat: bool, ","(    ,       ,  de,YAML g)->wit",python,"ect info, flat: bool,",other,generator,json,,,22,1,True,False,769e54be
code2logic/generators.py,class,utput optimi,(),python,,other,generator,json,,,0,1,True,False,3612ce24
code2logic/generators.py,method,utput optimi.il: str ,"( 'st,dard') , """"""
 )->put",python,il: str,other,generator,json,,,52,1,True,False,1d9885a8
code2logic/generators.py,method,"utput optimi.: str, nam","(, ,      sig, str...+4)->""""
 ",python,": str, nam",other,generator,json,,,28,1,True,False,aebd0c59
code2logic/generators.py,method,"utput optimi.elem_type: str, nam","(,
,         ,Func...+4)->on/m",python,sig = self._build_signature(f),other,generator,json,,,30,1,True,False,e0c8ad4e
code2logic/generators.py,method,"utput optimi.> str:
        ""","(""Bui, )->""""
",python,"rams = ','.join(p.split(':')[0",other,generator,json,,,7,1,True,False,8136e038
code2logic/generators.py,method,"utput optimi.    """"""Cate","(oriz,func)->me ",python,name_lower = name.lower().split,other,generator,json,,,20,1,True,False,5f81d7c5
code2logic/generators.py,method,"utput optimi.        """"""Extr","(ct d,ain )->pat",python,parts = path.lower().replace('\\,other,generator,json,,,12,1,True,False,ee039d55
code2logic/generators.py,method,utput optimi. str) -> str:,"(    ,  """",e short h)->ick",python, str)  > str:,other,generator,json,,,5,1,True,False,d2ee222f
code2logic/generators.py,method,"utput optimi.    """"""Esca","(e te, for)->ve ",python,limit commas).''',other,generator,json,,,5,1,True,False,32d8160e
code2logic/similarity.py,class,SimilarityDetector,(),python,,transform,code2logic,,,,0,1,True,False,97d0e591
code2logic/similarity.py,method,SimilarityDetector.__init__,"(self,threshold)",python,Initialize the similarity detector.,lifecycle,code2logic,,,,8,1,True,False,6ebe28a7
code2logic/similarity.py,method,SimilarityDetector.find_similar_functions,"(self,modules)->Dict[str, List[str]]",python,Find similar functions across all modules.,read,code2logic,,,,61,1,True,False,b4995bc6
code2logic/similarity.py,method,SimilarityDetector.find_duplicate_signatures,"(self,modules)->Dict[str, List[str]]",python,Find functions with identical signatures.,read,code2logic,,,,34,1,True,False,9a077524
code2logic/similarity.py,method,SimilarityDetector._build_signature,"(self,name,params,return_type)->str",python,Build a normalized signature string.,create,code2logic,,,,17,1,False,False,02bb26a5
code2logic/similarity.py,function,is_rapidfuzz_available,()->bool,python,Check if Rapidfuzz is available.,validate,code2logic,,,,3,1,True,False,73b592de
code2logic/dependency.py,class,DependencyAnalyzer,(),python,,other,code2logic,,,,0,1,True,False,19befa82
code2logic/dependency.py,method,DependencyAnalyzer.__init__,(self),python,Initialize the dependency analyzer.,lifecycle,code2logic,,,,5,1,True,False,70eeb9b6
code2logic/dependency.py,method,DependencyAnalyzer.build_graph,"(self,modules)->Dict[str, List[str]]",python,Build dependency graph from modules.,create,code2logic,,,,44,1,True,False,7fc525a3
code2logic/dependency.py,method,DependencyAnalyzer.analyze_metrics,"(self)->Dict[str, DependencyNode]",python,Compute metrics for each node in the graph.,other,code2logic,,,,39,1,True,False,52076d5a
code2logic/dependency.py,method,DependencyAnalyzer.get_entrypoints,(self)->List[str],python,entry points (nodes with no incoming edges).,read,code2logic,,,,10,1,True,False,06dc3bb6
code2logic/dependency.py,method,DependencyAnalyzer.get_hubs,(self)->List[str],python,hub modules (high centrality).,read,code2logic,,,,9,1,True,False,5b2f9da8
code2logic/dependency.py,method,DependencyAnalyzer.detect_cycles,(self)->List[List[str]],python,Detect dependency cycles.,other,code2logic,,,,15,1,True,False,16180f9e
code2logic/dependency.py,method,DependencyAnalyzer.get_strongly_connected_components,(self)->List[List[str]],python,strongly connected components.,read,code2logic,,,,15,1,True,False,ca8c7a51
code2logic/dependency.py,method,DependencyAnalyzer._detect_clusters,"(self)->Dict[str, int]",python,Detect clusters using connected components.,other,code2logic,,,,17,1,False,False,0b5d1546
code2logic/dependency.py,method,DependencyAnalyzer._module_name,"(self,path)->str",python,Convert file path to module name.,other,code2logic,,,,7,1,False,False,9a57c3af
code2logic/dependency.py,method,DependencyAnalyzer.get_dependency_depth,"(self,module_path)->int",python,the maximum depth of dependencies for a module.,read,code2logic,,,,33,1,True,False,8c135ba9
code2logic/dependency.py,function,is_networkx_available,()->bool,python,Check if NetworkX is available.,validate,code2logic,,,,3,1,True,False,c993383b
code2logic/mcp_server.py,function,handle_request,(request)->dict,python,Handle incoming MCP request.,other,code2logic,"json,sys",,,140,1,True,False,c260071d
code2logic/mcp_server.py,function,call_tool,"(tool_name,arguments)->str",python,Execute a tool and return result.,transform,code2logic,"json,sys",,,153,1,True,False,7bb4948b
code2logic/mcp_server.py,function,run_server,(),python,Run the MCP server.,other,code2logic,"json,sys",,,20,1,True,False,ca178797
code2logic/gherkin.py,class,GherkinGenerator,(),python,,transform,code2logic,"re,hashlib",,,0,1,True,False,653b0974
code2logic/gherkin.py,method,"GherkinGenerator.(self, l","(ngua,)",python,Initialize GherkinGenerator.,other,code2logic,"re,hashlib",,,10,1,True,False,e863ca74
code2logic/gherkin.py,method,"GherkinGenerator.(self, p","(ojec, Projec,str = ,)->   ",python,Generate Gherkin feature files from project analysis.,other,code2logic,"re,hashlib",,,15,1,True,False,57851cde
code2logic/gherkin.py,method,"GherkinGenerator._test_scenarios(self, p","(ojec, Projec,)->rkinFeature]:
      ",python,Generate structured test scenarios for programmatic use.,other,code2logic,"re,hashlib",,,13,1,False,False,cf3e704e
code2logic/gherkin.py,method,GherkinGenerator._definitions(self) -,"( Lis)->pDefinition]:
      ",python,ll unique step definitions from generated features.''',lifecycle,code2logic,"re,hashlib",,,3,1,False,False,c371180f
code2logic/gherkin.py,method,"GherkinGenerator._features(self, p","(ojec, Projec,)->rkinFeature]:
      ",python,ct Gherkin features from project.''',other,code2logic,"re,hashlib",,,51,1,False,False,762d6a77
code2logic/gherkin.py,method,"GherkinGenerator.feature(self, g","(oup_,me,ist[d, Projec...+1)->eature:
      ",python,e a Gherkin feature from grouped items.''',other,code2logic,"re,hashlib",,,46,1,True,False,97b0f521
code2logic/gherkin.py,method,"GherkinGenerator.scenario(self, c","(tego,,ist[d,str) -)->cenario:
      ",python,e a scenario from category items.''',other,code2logic,"re,hashlib",,,51,1,True,False,c0d040cd
code2logic/gherkin.py,method,"GherkinGenerator.edge_case_scenarios(self, c","(tego,,ist[d)->rkinScenario]:
      ",python,e edge case scenarios for thorough testing.''',other,code2logic,"re,hashlib",,,27,1,True,False,fb10674d
code2logic/gherkin.py,method,"GherkinGenerator.when_step(self, f","(nc,ncti,r) -)->   ",python,e a When step from function info.''',other,code2logic,"re,hashlib",,,16,1,True,False,395f3144
code2logic/gherkin.py,method,"GherkinGenerator.background(self, d","(main,str, 
,ist[d)->[List[str]]:
      ",python,e background steps for common setup.''',other,code2logic,"re,hashlib",,,17,1,True,False,7e8be73d
code2logic/gherkin.py,method,"GherkinGenerator.examples_table(self, i","(ems,ist[d)->t[str, str]]:
      ",python,e Examples table for Scenario Outline.''',other,code2logic,"re,hashlib",,,20,1,True,False,1a765027
code2logic/gherkin.py,method,"GherkinGenerator._param_placeholders(self, f","(nc,ncti)->   ",python,ct parameter placeholders for Gherkin steps.''',other,code2logic,"re,hashlib",,,8,1,False,False,e044ebdf
code2logic/gherkin.py,method,"GherkinGenerator.r_step(self, s","(ep_t,e, str, f,ncti)",python,ter a step definition for later generation.''',other,code2logic,"re,hashlib",,,14,1,True,False,57c3c554
code2logic/gherkin.py,method,"GherkinGenerator.features(self, f","(atur,,str) -)->   ",python,r features to Gherkin text.''',other,code2logic,"re,hashlib",,,15,1,True,False,af172edd
code2logic/gherkin.py,method,"GherkinGenerator.feature(self, f","(atur, Gherki,str) -)->   ",python,r a single feature.''',other,code2logic,"re,hashlib",,,28,1,True,False,b8ddd7e4
code2logic/gherkin.py,method,"GherkinGenerator.scenario(self, s","(enar,,str) -)->   ",python,r a single scenario.''',other,code2logic,"re,hashlib",,,44,1,True,False,b0d0729a
code2logic/gherkin.py,method,"GherkinGenerator.ize(self, n","(me,r) -)->   ",python,orize function by name pattern.''',other,code2logic,"re,hashlib",,,20,1,True,False,24be8972
code2logic/gherkin.py,method,"GherkinGenerator._domain(self, p","(th,r) -)->   ",python,ct domain from file path.''',other,code2logic,"re,hashlib",,,10,1,False,False,ffeee5e1
code2logic/gherkin.py,method,"GherkinGenerator._readable(self, n","(me,r) -)->   ",python,rt function name to readable text.''',read,code2logic,"re,hashlib",,,7,1,False,False,d6b6b591
code2logic/gherkin.py,method,"GherkinGenerator._func_name(self, s","(ep,r) -)->   ",python,rt step text to valid function name.''',other,code2logic,"re,hashlib",,,5,1,False,False,88d86396
code2logic/gherkin.py,class,"nitionGenerator:
    """"",(),python,,transform,code2logic,"re,hashlib",,,0,1,True,False,2607521c
code2logic/gherkin.py,method,"nitionGenerator:
    """"._pytest_bdd(self, f","(atur,)->   ",python,ate pytest-bdd step definitions.''',other,code2logic,"re,hashlib",,,62,1,False,False,8daa8054
code2logic/gherkin.py,method,"nitionGenerator:
    """"._behave(self, f","(atur,)->   ",python,ate behave step definitions.''',other,code2logic,"re,hashlib",,,39,1,False,False,7a132227
code2logic/gherkin.py,method,"nitionGenerator:
    """"._cucumber_js(self, f","(atur,)->   ",python,ate Cucumber.js step definitions.''',other,code2logic,"re,hashlib",,,43,1,False,False,038500e4
code2logic/gherkin.py,method,"nitionGenerator:
    """"._func_name(self, s","(ep,r) -)->   ",python,rt step text to valid function name.''',other,code2logic,"re,hashlib",,,5,1,False,False,8691f170
code2logic/gherkin.py,class,"YAMLGenerator:
    """"",(),python,,transform,code2logic,"re,hashlib",,,0,1,True,False,cc7e9f9f
code2logic/gherkin.py,method,"YAMLGenerator:
    """".(self, p","(ojec, Projec,str = )->   ",python,ate Cucumber YAML configuration.''',other,code2logic,"re,hashlib",,,66,1,True,False,7fc3a258
code2logic/gherkin.py,method,"YAMLGenerator:
    """"._domain(self, p","(th,r) -)->   ",python,ct domain from path.''',other,code2logic,"re,hashlib",,,12,1,False,False,4d1ae481
code2logic/gherkin.py,method,"YAMLGenerator:
    """".ize(self, n","(me,r) -)->   ",python,orize by name pattern.''',other,code2logic,"re,hashlib",,,16,1,True,False,a94fc3a1
code2logic/gherkin.py,function,herkin(csv_con,"(ent,)-> """"",python,Convert CSV analysis directly to Gherkin.,other,code2logic,"re,hashlib",,,66,1,True,False,6830c92f
code2logic/gherkin.py,function,_test_data(gherkin_c,"(ntent)->Any]:
    """"""
",python,tract structured test data from Gherkin for LLM processing.,other,code2logic,"re,hashlib",,,37,1,False,False,fc6fbdb9
examples/refactor_suggestions.py,function,check_ollama,()->bool,python,Check if Ollama is running.,validate,examples,"sys,json",,,7,1,True,False,adebe2fb
examples/refactor_suggestions.py,function,generate_with_ollama,"(prompt,system)->str",python,Generate text using Ollama.,other,examples,"sys,json",,,14,1,True,False,65969b2b
examples/refactor_suggestions.py,function,find_issues,(project)->list,python,Find potential code issues.,read,examples,"sys,json",,,85,1,True,False,9f474cdd
examples/refactor_suggestions.py,function,get_llm_suggestions,"(issues,project)->str",python,detailed suggestions from LLM.,read,examples,"sys,json",,,46,1,True,False,fc644926
examples/refactor_suggestions.py,function,main,(),python,Main refactoring analysis.,other,examples,"sys,json",,,75,1,True,False,b1d984ef
examples/token_efficiency.py,function,count_tokens,(text)->int,python,Approximate token count (~4 chars per token for English).,transform,examples,sys,,,3,1,True,False,c20aabb1
examples/token_efficiency.py,function,estimate_cost,"(tokens,model)->float",python,Estimate API cost based on token count.,other,examples,sys,,,14,1,True,False,480c8ed4
examples/token_efficiency.py,function,analyze_format,"(name,content,baseline_tokens)->Dict[str, Any]",python,Analyze a single format's efficiency.,transform,examples,sys,,,14,1,True,False,af6fcc2e
examples/token_efficiency.py,function,main,(),python,Run token efficiency analysis.,other,examples,sys,,,157,1,True,False,b1d984ef
